input:  {'0': ['0'], '1': ['1', '2', '3'], '2': ['4'], '3': ['5', '6']}
output: {'0': ['1'], '1': ['0'], '2': ['0'], '3': ['3'], '4': ['2'], '5': ['2'], '6': ['2']}
0,000044; 0,000178; 0,000311; 0,000311; 0,000194; 0,000078; 0,000019; 0,000003; 0,000000
0,000533; 0,002043; 0,003419; 0,003264; 0,001943; 0,000738; 0,000175; 0,000024; 0,000001
0,002798; 0,010258; 0,016397; 0,014921; 0,008451; 0,003050; 0,000685; 0,000087; 0,000005
0,008393; 0,029376; 0,044763; 0,038779; 0,020885; 0,007159; 0,001525; 0,000185; 0,000010
0,015737; 0,052456; 0,076062; 0,062656; 0,032069; 0,010443; 0,002113; 0,000243; 0,000012
0,018884; 0,059800; 0,082356; 0,064434; 0,031328; 0,009695; 0,001865; 0,000204; 0,000010
0,014163; 0,042490; 0,055473; 0,041178; 0,019015; 0,005595; 0,001025; 0,000107; 0,000005
0,006070; 0,017198; 0,021245; 0,014950; 0,006557; 0,001836; 0,000321; 0,000032; 0,000001
0,001138; 0,003035; 0,003541; 0,002361; 0,000984; 0,000262; 0,000044; 0,000004; 0,000000
